"v","vw","o","c","h","l","t","n","time"
7713,412.8846,412.84,413.04,413.07,412.8,1681727400000,76,2023-04-17 06:30:00
81310,413.0498,412.99,412.92,413.21,412.92,1681729200000,509,2023-04-17 07:00:00
49212,412.8941,412.95,413.06,413.09,412.71,1.681731e+12,374,2023-04-17 07:30:00
226580,413.0441,413.0219,412.85,413.74,412.71,1681732800000,1332,2023-04-17 08:00:00
254873,412.7038,412.85,412.6,413.0896,412.47,1681734600000,1483,2023-04-17 08:30:00
273044,412.4988,412.61,412.38,412.77,412.21,1681736400000,1969,2023-04-17 09:00:00
5631546,412.6907,412.37,412.6786,413.19,412.23,1681738200000,54886,2023-04-17 09:30:00
3658430,412.7886,412.685,412.75,413.175,412.32,1.68174e+12,40912,2023-04-17 10:00:00
5168017,412.3982,412.75,412.3401,413.11,411.9301,1681741800000,41108,2023-04-17 10:30:00
2902452,412.3015,412.35,412.15,412.69,412.01,1681743600000,29178,2023-04-17 11:00:00
4419804,411.5931,412.14,411.67,412.145,411.21,1681745400000,40588,2023-04-17 11:30:00
2740031,411.6148,411.68,411.7133,411.895,411.26,1681747200000,25752,2023-04-17 12:00:00
2299785,411.8219,411.71,411.7699,412,411.5,1.681749e+12,19909,2023-04-17 12:30:00
3185840,411.8463,411.76,411.986,412.12,411.425,1681750800000,21132,2023-04-17 13:00:00
2808640,411.7064,411.98,411.3234,412.1,411.23,1681752600000,25044,2023-04-17 13:30:00
3229355,411.5474,411.3201,411.64,411.69,411.085,1681754400000,24617,2023-04-17 14:00:00
4390916,412.373,411.64,412.7,412.81,411.54,1681756200000,33212,2023-04-17 14:30:00
6819662,412.951,412.7,413.486,413.54,412.7,1.681758e+12,38215,2023-04-17 15:00:00
13257880,413.3021,413.49,413.94,413.96,413.05,1681759800000,69180,2023-04-17 15:30:00
3522697,413.8773,413.97,414.18,414.25,413.88,1681761600000,5192,2023-04-17 16:00:00
246817,414.1006,414.2,413.95,414.29,413.8993,1681763400000,876,2023-04-17 16:30:00
61058,413.9216,413.9,413.88,414,413.83,1681765200000,396,2023-04-17 17:00:00
12832,413.8986,413.94,413.87,413.96,413.86,1.681767e+12,175,2023-04-17 17:30:00
27874,413.8611,413.87,413.81,413.92,413.77,1681768800000,136,2023-04-17 18:00:00
16255,413.8019,413.8199,413.8657,413.8657,413.75,1681770600000,136,2023-04-17 18:30:00
26727,413.862,413.88,413.89,413.96,413.8,1681772400000,186,2023-04-17 19:00:00
34127,413.8403,413.88,413.88,413.91,413.8,1681774200000,204,2023-04-17 19:30:00
22018,414.3883,414.15,414.37,414.6,414.15,1681804800000,202,2023-04-18 04:00:00
12142,414.8374,414.57,414.83,415,414.53,1681806600000,281,2023-04-18 04:30:00
18705,414.9925,414.73,415.1,415.26,414.73,1681808400000,164,2023-04-18 05:00:00
16849,415.3896,415.11,415.37,415.57,415.11,1681810200000,219,2023-04-18 05:30:00
8931,415.3239,415.33,415.39,415.43,415.25,1.681812e+12,67,2023-04-18 06:00:00
47717,415.672,415.5,415.75,415.85,415.5,1681813800000,260,2023-04-18 06:30:00
182419,415.599,415.77,415.46,415.78,415.22,1681815600000,1325,2023-04-18 07:00:00
118297,415.573,415.51,415.52,415.81,415.42,1681817400000,936,2023-04-18 07:30:00
126121,415.6032,415.72,415.8,415.91,413.68,1681819200000,1770,2023-04-18 08:00:00
143302,415.8901,415.81,415.8,416.06,415.76,1.681821e+12,1458,2023-04-18 08:30:00
144020,415.6176,415.79,415.6,415.81,415.45,1681822800000,1497,2023-04-18 09:00:00
6297638,415.2364,415.58,414.675,415.72,414.49,1681824600000,58203,2023-04-18 09:30:00
5353159,414.1101,414.68,413.51,414.705,413.35,1681826400000,53380,2023-04-18 10:00:00
4927521,413.3648,413.51,413.315,413.84,412.93,1681828200000,41821,2023-04-18 10:30:00
3650757,413.3828,413.31,413.4901,413.66,412.99,1.68183e+12,30748,2023-04-18 11:00:00
2943282,413.3319,413.51,413.22,413.835,412.7802,1681831800000,28327,2023-04-18 11:30:00
2504931,413.8081,413.24,414.17,414.19,413.11,1681833600000,24176,2023-04-18 12:00:00
2415521,413.9489,414.17,413.79,414.25,413.57,1681835400000,24354,2023-04-18 12:30:00
2404109,413.9031,413.7915,413.67,414.2399,413.6595,1681837200000,23572,2023-04-18 13:00:00
4153594,413.9889,413.66,413.9512,414.46,413.3488,1.681839e+12,27543,2023-04-18 13:30:00
3318775,414.0473,413.955,414.2801,414.47,413.62,1681840800000,29770,2023-04-18 14:00:00
4582217,413.8194,414.28,413.8313,414.49,413.08,1681842600000,35096,2023-04-18 14:30:00
4066221,414.1329,413.8301,414.0699,414.42,413.82,1681844400000,33905,2023-04-18 15:00:00
10406675,414.2275,414.07,414.22,414.595,413.916,1681846200000,67445,2023-04-18 15:30:00
4607306,414.1615,414.21,414.21,415,413.8,1.681848e+12,3914,2023-04-18 16:00:00
199316,414.2532,414.21,414.14,414.36,414.14,1681849800000,611,2023-04-18 16:30:00
31515,414.1962,414.2,414.18,414.29,414.1,1681851600000,320,2023-04-18 17:00:00
12517,414.1685,414.17,414.12,414.21,414.12,1681853400000,185,2023-04-18 17:30:00
36012,414.0607,414.12,414.04,414.1299,414,1681855200000,240,2023-04-18 18:00:00
17384,414.0297,414.04,414.1,414.1,413.95,1.681857e+12,104,2023-04-18 18:30:00
14591,414.0196,414.13,413.95,414.13,413.95,1681858800000,126,2023-04-18 19:00:00
22384,413.918,413.95,413.9,413.97,413.88,1681860600000,217,2023-04-18 19:30:00
25058,412.7895,413.09,412.67,413.09,412.32,1681891200000,198,2023-04-19 04:00:00
11450,412.6487,412.66,412.64,412.74,412.57,1.681893e+12,74,2023-04-19 04:30:00
30297,412.2521,412.48,412.26,412.48,411.98,1681894800000,223,2023-04-19 05:00:00
26172,412.0128,412.17,411.74,412.25,411.69,1681896600000,177,2023-04-19 05:30:00
13126,411.8827,411.84,412,412.05,411.77,1681898400000,150,2023-04-19 06:00:00
43364,412.0375,412.11,412.29,412.29,411.88,1681900200000,253,2023-04-19 06:30:00
71519,412.1991,412.3,412.28,412.34,412.05,1.681902e+12,575,2023-04-19 07:00:00
118311,412.2678,412.28,412.14,412.55,412,1681903800000,693,2023-04-19 07:30:00
355585,411.9661,412.33,412.04,413.85,411.7,1681905600000,2301,2023-04-19 08:00:00
211379,411.6891,412.04,411.72,412.04,411.46,1681907400000,1276,2023-04-19 08:30:00
341364,412.0883,411.72,412.21,412.26,411.72,1681909200000,1989,2023-04-19 09:00:00
6113249,412.425,412.22,412.3,412.74,412.16,1.681911e+12,54104,2023-04-19 09:30:00
4736117,412.8098,412.31,412.9812,413.07,412.26,1681912800000,41785,2023-04-19 10:00:00
4069928,413.2177,412.99,413.32,413.585,412.87,1681914600000,33873,2023-04-19 10:30:00
3553648,413.3717,413.34,413.295,413.615,413.07,1681916400000,28704,2023-04-19 11:00:00
2286116,413.4226,413.29,413.72,413.79,412.97,1681918200000,20747,2023-04-19 11:30:00
2378210,413.7694,413.73,413.9,413.99,413.53,1.68192e+12,19795,2023-04-19 12:00:00
2288969,414.052,413.905,414.0309,414.21,413.87,1681921800000,19893,2023-04-19 12:30:00
3439403,414.1869,414.04,414.27,414.4403,413.84,1681923600000,26901,2023-04-19 13:00:00
2722178,414.2505,414.28,414.5394,414.58,414.01,1681925400000,21221,2023-04-19 13:30:00
3430872,414.5198,414.54,414.55,415.08,414.24,1681927200000,28661,2023-04-19 14:00:00
2418422,414.3828,414.56,414.53,414.64,414.18,1.681929e+12,21998,2023-04-19 14:30:00
3716121,414.5141,414.53,414.505,414.775,414.27,1681930800000,27864,2023-04-19 15:00:00
7781806,414.0671,414.5,414.21,414.635,413.63,1681932600000,57672,2023-04-19 15:30:00
3255900,414.0415,414.2,413.84,414.22,413.6,1681934400000,5193,2023-04-19 16:00:00
296564,413.8818,413.84,413.7,413.88,413.65,1681936200000,987,2023-04-19 16:30:00
36966,413.7392,413.6,413.74,413.9,413.56,1.681938e+12,321,2023-04-19 17:00:00
13887,413.6636,413.64,413.63,413.75,413.63,1681939800000,159,2023-04-19 17:30:00
370316,413.3747,413.63,413.3,413.65,413.2,1681941600000,1117,2023-04-19 18:00:00
102901,413.2429,413.29,413.25,413.29,413.13,1681943400000,445,2023-04-19 18:30:00
20566,413.1867,413.24,413.2,413.27,413.08,1681945200000,294,2023-04-19 19:00:00
49194,412.971,413.11,412.94,413.15,412.85,1.681947e+12,448,2023-04-19 19:30:00
23015,411.4339,411.55,411.4,411.64,411.22,1681977600000,237,2023-04-20 04:00:00
33102,411.2336,411.38,411.21,411.47,411,1681979400000,292,2023-04-20 04:30:00
14650,411.2571,411.18,411.42,411.42,411.13,1681981200000,167,2023-04-20 05:00:00
11629,411.4588,411.41,411.47,411.58,411.32,1.681983e+12,79,2023-04-20 05:30:00
125393,411.4707,411.47,411.32,411.62,411.29,1681984800000,398,2023-04-20 06:00:00
22425,411.5347,411.32,411.75,411.75,411.27,1681986600000,140,2023-04-20 06:30:00
137700,411.8354,411.75,411.87,411.97,411.56,1681988400000,719,2023-04-20 07:00:00
143106,411.4724,411.87,411.25,411.87,411.25,1681990200000,737,2023-04-20 07:30:00
349949,411.2117,411.62,411.32,413.48,410.87,1.681992e+12,2933,2023-04-20 08:00:00
265374,411.3178,411.4,411.54,411.68,411.04,1681993800000,1792,2023-04-20 08:30:00
259465,411.3108,411.59,411.21,411.62,411.1,1681995600000,1600,2023-04-20 09:00:00
8003166,411.8759,411.21,411.66,412.32,411.08,1681997400000,63714,2023-04-20 09:30:00
5522375,412.3555,411.65,412.24,412.51,411.36,1681999200000,44111,2023-04-20 10:00:00
3511656,412.5228,412.23,412.7199,412.87,412.18,1.682001e+12,29340,2023-04-20 10:30:00
3108526,412.3177,412.72,412.22,412.84,411.89,1682002800000,27341,2023-04-20 11:00:00
2769757,412.2955,412.21,412.3178,412.61,411.81,1682004600000,23635,2023-04-20 11:30:00
2210589,412.3114,412.315,412.64,412.69,411.83,1682006400000,20579,2023-04-20 12:00:00
3036176,412.9299,412.64,413.24,413.32,412.545,1682008200000,26088,2023-04-20 12:30:00
3277681,413.4021,413.26,413.52,413.6,413.1,1.68201e+12,28731,2023-04-20 13:00:00
3314704,413.499,413.53,413.23,413.7,413.125,1682011800000,26245,2023-04-20 13:30:00
4367523,412.8517,413.22,412.4399,413.25,412.38,1682013600000,36043,2023-04-20 14:00:00
6078617,411.6046,412.43,411.6301,412.47,411.14,1682015400000,49826,2023-04-20 14:30:00
8291330,411.038,411.64,410.36,411.85,410.27,1682017200000,63572,2023-04-20 15:00:00
12627300,411.3225,410.37,411.88,411.95,410.365,1.682019e+12,89461,2023-04-20 15:30:00
6559936,411.9809,411.87,412.05,412.36,411.79,1682020800000,5539,2023-04-20 16:00:00
425970,411.9658,412.03,411.93,412.07,411.9,1682022600000,1097,2023-04-20 16:30:00
40080,411.9414,411.97,411.92,412.03,411.88,1682024400000,203,2023-04-20 17:00:00
24141,411.8571,411.93,411.86,411.93,411.81,1682026200000,198,2023-04-20 17:30:00
41445,411.8251,411.86,411.88,411.93,411.71,1.682028e+12,245,2023-04-20 18:00:00
5128,411.7975,411.8399,411.8,411.8399,411.75,1682029800000,62,2023-04-20 18:30:00
26422,411.9397,411.98,411.88,412.01,411.85,1682031600000,194,2023-04-20 19:00:00
40500,411.7136,411.93,411.75,411.93,411.62,1682033400000,364,2023-04-20 19:30:00
12791,411.6705,411.48,411.6,411.96,411.44,1.682064e+12,102,2023-04-21 04:00:00
24034,411.7006,411.52,412,412.02,411.31,1682065800000,98,2023-04-21 04:30:00
5094,412.0322,412.1,412,412.18,411.9,1682067600000,50,2023-04-21 05:00:00
6784,412.0655,411.81,412,412.18,411.81,1682069400000,45,2023-04-21 05:30:00
14230,411.4429,411.6,411.27,411.71,411.27,1682071200000,76,2023-04-21 06:00:00
43952,411.0538,411.3,410.88,411.34,410.8,1.682073e+12,275,2023-04-21 06:30:00
66804,410.9777,410.89,410.98,411.22,410.66,1682074800000,448,2023-04-21 07:00:00
62301,411.1672,411,411.14,411.27,410.95,1682076600000,434,2023-04-21 07:30:00
236067,411.4003,410.7,411.77,412.1796,410.7,1682078400000,1819,2023-04-21 08:00:00
121767,411.8441,411.8,412,412.05,411.65,1682080200000,1041,2023-04-21 08:30:00
210685,412.2198,412.01,412.2,412.49,411.9,1.682082e+12,1890,2023-04-21 09:00:00
7345703,411.8189,412.19,410.95,412.28,410.914,1682083800000,60674,2023-04-21 09:30:00
7044417,411.4193,410.945,412.07,412.44,410.44,1682085600000,52849,2023-04-21 10:00:00
6162579,411.0555,412.06,410.8163,412.29,410.17,1682087400000,47936,2023-04-21 10:30:00
5701099,411.5381,410.84,411.28,411.64,410.7401,1682089200000,30151,2023-04-21 11:00:00
3672982,411.4649,411.29,411.745,411.95,410.82,1.682091e+12,29692,2023-04-21 11:30:00
2358525,411.6919,411.755,411.4592,412.02,411.38,1682092800000,23605,2023-04-21 12:00:00
2524564,411.4444,411.45,411.61,411.76,411.25,1682094600000,20150,2023-04-21 12:30:00
2354278,411.6573,411.61,411.5299,412.015,411.34,1682096400000,19620,2023-04-21 13:00:00
3074192,412.0805,411.535,412.22,412.385,411.52,1682098200000,27134,2023-04-21 13:30:00
3859009,412.4661,412.225,412.33,412.68,412.21,1.6821e+12,28223,2023-04-21 14:00:00
3405879,412.0001,412.33,412.02,412.475,411.72,1682101800000,29779,2023-04-21 14:30:00
4626377,411.7215,412.02,411.82,412.21,411.36,1682103600000,33856,2023-04-21 15:00:00
11139358,411.9643,411.83,412.18,412.38,411.5222,1682105400000,64606,2023-04-21 15:30:00
7305350,412.1531,412.1705,411.92,412.28,411.9,1682107200000,3715,2023-04-21 16:00:00
360859,412.0435,411.93,411.97,412.186,411.93,1.682109e+12,900,2023-04-21 16:30:00
464246,412.1636,412,412.02,412.2,411.94,1682110800000,214,2023-04-21 17:00:00
24718,412.0773,412.01,412.01,412.1,412,1682112600000,255,2023-04-21 17:30:00
1856,412.052,412.07,412.03,412.07,412.03,1682114400000,25,2023-04-21 18:00:00
3486,412.0477,412.06,412.05,412.07,412.03,1682116200000,53,2023-04-21 18:30:00
3724,412.054,412.04,412.04,412.07,412.04,1.682118e+12,262,2023-04-21 19:00:00
11019,412.0481,412.05,412.07,412.07,412.03,1682119800000,126,2023-04-21 19:30:00
20133,410.8265,410.5,410.76,411.02,410.5,1682323200000,170,2023-04-24 04:00:00
43378,410.6524,410.73,410.75,410.8,410.54,1.682325e+12,174,2023-04-24 04:30:00
33806,411.1203,410.79,411.51,411.56,410.79,1682326800000,185,2023-04-24 05:00:00
5134,411.4763,411.5,411.42,411.57,411.42,1682328600000,56,2023-04-24 05:30:00
2028,411.39,411.44,411.36,411.44,411.34,1682330400000,24,2023-04-24 06:00:00
16093,411.4552,411.4,411.72,411.74,411.35,1682332200000,102,2023-04-24 06:30:00
48582,411.9084,411.77,412.04,412.08,411.68,1.682334e+12,416,2023-04-24 07:00:00
57282,412.065,412.02,411.96,412.26,411.9,1682335800000,498,2023-04-24 07:30:00
123799,411.8813,411.78,411.9,412.22,410.25,1682337600000,1048,2023-04-24 08:00:00
220168,412.167,411.9,412.21,412.35,411.7,1682339400000,1296,2023-04-24 08:30:00
237331,412.1213,412.22,411.99,412.34,411.92,1682341200000,1407,2023-04-24 09:00:00
5158829,412.5782,411.99,412.69,412.95,411.94,1.682343e+12,49474,2023-04-24 09:30:00
3255396,412.6852,412.7,412.95,413.02,412.39,1682344800000,36433,2023-04-24 10:00:00
5446220,411.9432,412.96,411.62,413.07,411.38,1682346600000,46082,2023-04-24 10:30:00
3654290,411.4677,411.6,411.23,411.72,411.12,1682348400000,37128,2023-04-24 11:00:00
4001387,411.1551,411.23,410.91,411.52,410.79,1682350200000,39192,2023-04-24 11:30:00
2697527,411.0566,410.92,411.39,412.0886,410.6,1.682352e+12,25791,2023-04-24 12:00:00
2278584,411.5386,411.4,411.6899,411.75,411.33,1682353800000,20817,2023-04-24 12:30:00
2562714,411.6567,411.69,411.7599,411.82,411.38,1682355600000,18404,2023-04-24 13:00:00
3452653,412.02,411.76,412.17,412.3,411.7,1682357400000,28735,2023-04-24 13:30:00
3789617,412.1631,412.18,412.005,412.4,411.87,1682359200000,29870,2023-04-24 14:00:00
2427626,411.9389,412.02,412.09,412.14,411.7,1.682361e+12,22758,2023-04-24 14:30:00
4462033,412.2699,412.1,412.29,412.55,412.09,1682362800000,30351,2023-04-24 15:00:00
13654867,412.3646,412.298,412.63,412.64,411.9,1682364600000,66757,2023-04-24 15:30:00
5501629,412.5149,412.63,412.76,412.8,412.4,1682366400000,3436,2023-04-24 16:00:00
157745,412.565,412.76,412.35,412.76,412.31,1682368200000,709,2023-04-24 16:30:00
73119,412.3148,412.41,412.2,412.53,412.2,1.68237e+12,424,2023-04-24 17:00:00
20129,412.1988,412.2499,412.2,412.26,412.15,1682371800000,227,2023-04-24 17:30:00
86423,412.2495,412.27,412.26,412.43,412.2,1682373600000,308,2023-04-24 18:00:00
17715,412.2914,412.29,412.21,412.35,412.21,1682375400000,114,2023-04-24 18:30:00
15748,412.2482,412.24,412.26,412.34,412.2,1682377200000,105,2023-04-24 19:00:00
26989,412.3013,412.26,412.25,412.39,412.23,1.682379e+12,186,2023-04-24 19:30:00
36545,410.4051,410.67,410.1,411.18,409.86,1682409600000,325,2023-04-25 04:00:00
15591,410.6069,410.1,410.5,410.81,410.1,1682411400000,128,2023-04-25 04:30:00
12228,410.3945,410.5,410.5,410.59,410.3,1682413200000,99,2023-04-25 05:00:00
25571,410.5643,410.56,410.65,410.68,410.37,1.682415e+12,121,2023-04-25 05:30:00
58747,410.718,410.7,410.44,410.84,410.39,1682416800000,202,2023-04-25 06:00:00
172706,410.6737,410.49,410.73,410.74,410.49,1682418600000,431,2023-04-25 06:30:00
113383,410.8465,410.81,411.04,411.04,410.71,1682420400000,620,2023-04-25 07:00:00
155309,410.5932,411.08,410.8,411.11,410.42,1682422200000,987,2023-04-25 07:30:00
409265,410.8165,410.89,411.01,411.9,410.3496,1.682424e+12,1699,2023-04-25 08:00:00
186249,410.8636,411.03,410.79,411.04,410.66,1682425800000,1147,2023-04-25 08:30:00
304435,410.8289,410.77,410.59,412.27,410.5,1682427600000,1698,2023-04-25 09:00:00
6721131,410.5733,410.58,410.28,411.16,410.04,1682429400000,61255,2023-04-25 09:30:00
6554506,409.9286,410.27,409.67,410.79,409.42,1682431200000,58440,2023-04-25 10:00:00
4948833,409.709,409.67,409.83,409.97,409.13,1.682433e+12,40700,2023-04-25 10:30:00
3553125,409.9386,409.84,409.58,410.41,409.525,1682434800000,33055,2023-04-25 11:00:00
4041351,409.2332,409.56,409.0399,409.57,408.95,1682436600000,35518,2023-04-25 11:30:00
4226283,409.6368,409.03,408.9098,409.29,408.84,1682438400000,29973,2023-04-25 12:00:00
3022313,409.0449,408.9,408.65,409.01,408.43,1682440200000,26914,2023-04-25 12:30:00
7152409,408.3944,408.65,407.525,408.91,406.97,1.682442e+12,50651,2023-04-25 13:00:00
3825841,407.174,407.52,406.975,407.55,406.825,1682443800000,33617,2023-04-25 13:30:00
5231740,407.1608,406.9726,407.19,407.24,406.575,1682445600000,41042,2023-04-25 14:00:00
5002107,407.2174,407.19,406.6482,407.4,406.585,1682447400000,38999,2023-04-25 14:30:00
4641002,407.3043,406.63,406.9,407.43,406.51,1682449200000,38797,2023-04-25 15:00:00
18447036,407.9856,406.91,406.12,407.15,406.02,1.682451e+12,95150,2023-04-25 15:30:00
14440069,406.5553,406.12,407.52,408.4884,405.96,1682452800000,11796,2023-04-25 16:00:00
747225,409.0813,407.54,407.7,407.71,406.0233,1682454600000,2345,2023-04-25 16:30:00
88694,407.8084,407.8,407.98,407.98,407.64,1682456400000,1356,2023-04-25 17:00:00
35606,407.992,407.99,407.95,408.04,407.94,1682458200000,627,2023-04-25 17:30:00
113366,408.0418,407.95,408.07,408.38,407.68,1.68246e+12,912,2023-04-25 18:00:00
49512,408.0757,408.16,407.89,408.25,407.87,1682461800000,410,2023-04-25 18:30:00
66105,407.8073,407.87,407.8,407.93,407.64,1682463600000,544,2023-04-25 19:00:00
37474,407.9056,407.8,407.9,408,407.8,1682465400000,381,2023-04-25 19:30:00
52152,407.2346,407.35,407.7,407.79,406.8,1.682496e+12,286,2023-04-26 04:00:00
22106,407.8054,407.87,407.85,407.96,407.66,1682497800000,153,2023-04-26 04:30:00
12064,407.7305,407.9,407.7,408.02,407.59,1682499600000,85,2023-04-26 05:00:00
54855,407.5227,407.66,407.39,407.97,407.09,1682501400000,207,2023-04-26 05:30:00
9799,407.4013,407.42,407.41,407.7,407.2,1682503200000,102,2023-04-26 06:00:00
78000,406.9311,407.36,406.7,407.36,406.53,1.682505e+12,463,2023-04-26 06:30:00
156033,406.3352,406.75,406.22,406.93,405.81,1682506800000,992,2023-04-26 07:00:00
348834,406.5879,406.17,406.48,407.3,406.16,1682508600000,1640,2023-04-26 07:30:00
640198,406.6074,406.4294,407.09,408.38,405.88,1682510400000,2744,2023-04-26 08:00:00
247297,407.192,407.03,407.36,407.45,406.74,1682512200000,1823,2023-04-26 08:30:00
509473,407.0588,407.35,406.74,407.54,406.51,1.682514e+12,3225,2023-04-26 09:00:00
6001246,406.8128,406.72,406.8987,407.27,406.32,1682515800000,54705,2023-04-26 09:30:00
5746071,405.9172,406.89,405.38,406.97,405.02,1682517600000,52869,2023-04-26 10:00:00
5969331,405.9294,405.38,406.24,406.32,405.345,1682519400000,43409,2023-04-26 10:30:00
5513036,406.9891,406.25,407.15,407.55,406.2372,1682521200000,42416,2023-04-26 11:00:00
3108336,407.2087,407.145,407.335,407.53,406.79,1.682523e+12,28823,2023-04-26 11:30:00
3249996,407.5082,407.33,407.1301,407.84,407.06,1682524800000,28073,2023-04-26 12:00:00
3227329,406.7173,407.13,406.68,407.1599,406.49,1682526600000,26353,2023-04-26 12:30:00
3477749,406.4784,406.68,406.25,406.98,406.06,1682528400000,30338,2023-04-26 13:00:00
4396620,405.6654,406.25,405.28,406.42,404.99,1682530200000,38510,2023-04-26 13:30:00
4335029,404.9646,405.28,405.305,405.3485,404.585,1.682532e+12,38711,2023-04-26 14:00:00
4527678,404.5055,405.3,404.36,405.33,404.09,1682533800000,40038,2023-04-26 14:30:00
5685507,404.3655,404.37,404.2901,404.7325,403.95,1682535600000,41763,2023-04-26 15:00:00
12992476,404.4415,404.31,404.37,404.96,403.78,1682537400000,82773,2023-04-26 15:30:00
7438525,404.6445,404.37,405.44,405.7462,404.29,1682539200000,6960,2023-04-26 16:00:00
351015,405.3947,405.42,405.36,405.51,405.3,1.682541e+12,1687,2023-04-26 16:30:00
